State,City,Station,LastUpdate,Latitude,Longitude,PM2.5,PM10,SO2,CO,OZONE,NO2,NH3,Unknown
Bihar,Bhagalpur,"Mayaganj, Bhagalpur - BSPCB",20-11-2023 12:00:00,25.265194,87.012947,,,,,,,,
Bihar,Bihar Sharif,"D M Colony, Bihar Sharif - BSPCB",20-11-2023 12:00:00,25.204762,85.514960,,,,,,,,
Bihar,Chhapra,"Darshan Nagar, Chhapra - BSPCB",20-11-2023 12:00:00,25.7808257,84.7446768,,,,,,,,
Bihar,Gaya,"Collectorate, Gaya - BSPCB",20-11-2023 12:00:00,24.7955,84.9994,,,,,,,,
Bihar,Gaya,"Kareemganj, Gaya - BSPCB",20-11-2023 12:00:00,24.792403,84.992416,,,,,,,,
Bihar,Gaya,"SFTI Kusdihra, Gaya - BSPCB",20-11-2023 12:00:00,24.762518,84.982348,,,,,,,,
Bihar,Hajipur,"Industrial Area, Hajipur - BSPCB",20-11-2023 12:00:00,25.697189,85.245900,,,,,,,,
Bihar,Katihar,"Mirchaibari, Katihar - BSPCB",20-11-2023 12:00:00,25.560083,87.553265,,,,,,,,
Bihar,Kishanganj,"SDM Office_Khagra, Kishanganj - BSPCB",20-11-2023 12:00:00,26.0881305,87.93840336,,,,,,,,
Bihar,Manguraha,"Forest Rest House, Manguraha - BSPCB",20-11-2023 12:00:00,27.308328,84.531742,,,,,,,,
Bihar,Motihari,"Gandak Colony, Motihari - BSPCB",20-11-2023 12:00:00,26.63086,84.90051,,,,,,,,
Bihar,Munger,"Town Hall, Munger - BSPCB",20-11-2023 12:00:00,25.376776,86.471523,,,,,,,,
Bihar,Muzaffarpur,"Buddha Colony, Muzaffarpur - BSPCB",20-11-2023 12:00:00,26.11442,85.39813,,,,,,,,
Bihar,Muzaffarpur,"MIT-Daudpur Kothi, Muzaffarpur - BSPCB",20-11-2023 12:00:00,26.1403345,85.3650192,,,,,,,,
Bihar,Muzaffarpur,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB",20-11-2023 12:00:00,26.1209,85.3647,,,,,,,,
Bihar,Patna,"DRM Office Danapur, Patna - BSPCB",20-11-2023 12:00:00,25.586562,85.043586,,,,,,,,
Bihar,Patna,"Govt. High School Shikarpur, Patna - BSPCB",20-11-2023 12:00:00,25.592539,85.227158,,,,,,,,
Bihar,Patna,"IGSC Planetarium Complex, Patna - BSPCB",20-11-2023 12:00:00,25.5941,85.1376,,,,,,,,
Bihar,Patna,"Muradpur, Patna - BSPCB",20-11-2023 12:00:00,25.619651,85.147382,,,,,,,,
Bihar,Patna,"Rajbansi Nagar, Patna - BSPCB",20-11-2023 12:00:00,25.599486,85.113666,,,,,,,,
Bihar,Patna,"Samanpura, Patna - BSPCB",20-11-2023 12:00:00,25.596727,85.085624,,,,,,,,
Bihar,Purnia,"Mariam Nagar, Purnia - BSPCB",20-11-2023 12:00:00,25.366336,87.117468,,,,,,,,
Bihar,Rajgir,"Dangi Tola, Rajgir - BSPCB",20-11-2023 12:00:00,25.03280,85.41948,,,,,,,,
Bihar,Saharsa,"Police Line, Saharsa - BSPCB",20-11-2023 12:00:00,25.892357,86.590325,,,,,,,,
Bihar,Samastipur,"DM Office_Kasipur, Samastipur - BSPCB",20-11-2023 12:00:00,25.859655,85.77944,,,,,,,,
Bihar,Sasaram,"Dada Peer, Sasaram - BSPCB",20-11-2023 12:00:00,24.952822,84.002396,,,,,,,,
Bihar,Siwan,"Chitragupta Nagar, Siwan - BSPCB",20-11-2023 12:00:00,26.2271665,84.3570427,,,,,,,,
Chandigarh,Chandigarh,"Sector 22, Chandigarh - CPCC",20-11-2023 12:00:00,30.735567,76.775714,,,,,,,,
Chandigarh,Chandigarh,"Sector-25, Chandigarh - CPCC",20-11-2023 12:00:00,30.751462,76.762879,,,,,,,,
Chandigarh,Chandigarh,"Sector-53, Chandigarh - CPCC",20-11-2023 12:00:00,30.719859,76.738637,,,,,,,,
Chhattisgarh,Bhilai,"32Bungalows, Bhilai - CECB",20-11-2023 12:00:00,21.194815,81.314770,,,,,,,,
Chhattisgarh,Bhilai,"Civic Center, Bhilai - Bhilai Steel Plant",20-11-2023 12:00:00,21.185571,81.343175,,,,,,,,
Chhattisgarh,Bhilai,"Hathkhoj, Bhilai - CECB",20-11-2023 12:00:00,21.224231,81.408350,,,,,,,,
Chhattisgarh,Bilaspur,"Mangala, Bilaspur - NTPC",20-11-2023 12:00:00,22.08815,82.13737,,,,,,,,
Chhattisgarh,Chhal,"Nawapara SECL Colony, Chhal - CECB",20-11-2023 12:00:00,22.118125,83.140608,,,,,,,,
Chhattisgarh,Korba,"Rampur, Korba - CECB",20-11-2023 12:00:00,22.368195,82.746431,,,,,,,,
Chhattisgarh,Korba,"Urja Nagar, Korba - CECB",20-11-2023 12:00:00,22.348441,82.549611,,,,,,,,
Chhattisgarh,Milupara,"Govt. Higher Secondary School, Milupara - CECB",20-11-2023 12:00:00,22.1910172,83.5197009,,,,,,,,
Chhattisgarh,Raipur,"AIIMS, Raipur - CECB",20-11-2023 12:00:00,21.258815,81.578979,,,,,,,,
Chhattisgarh,Raipur,"Bhatagaon New ISBT, Raipur - CECB",20-11-2023 12:00:00,21.219665,81.630094,,,,,,,,
Chhattisgarh,Raipur,"Siltara Phase-II, Raipur - CECB",20-11-2023 12:00:00,21.371751,81.664929,,,,,,,,
Chhattisgarh,Tumidih,"OP Jindal Industrial Park, Tumidih - CECB",20-11-2023 12:00:00,22.06631475,83.33820077,,,,,,,,
Delhi,Delhi,"Alipur, Delhi - DPCC",20-11-2023 12:00:00,28.815329,77.153010,,,,,,,,
Delhi,Delhi,"Anand Vihar, Delhi - DPCC",20-11-2023 12:00:00,28.647622,77.3158090,,,,,,,,
Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",20-11-2023 12:00:00,28.695381,77.181665,,,,,,,,
Delhi,Delhi,"Aya Nagar, Delhi - IMD",20-11-2023 12:00:00,28.4706914,77.1099364,,,,,,,,
Delhi,Delhi,"Bawana, Delhi - DPCC",20-11-2023 12:00:00,28.776200,77.051074,,,,,,,,
Delhi,Delhi,"Burari Crossing, Delhi - IMD",20-11-2023 12:00:00,28.7256504,77.2011573,,,,,,,,
Delhi,Delhi,"CRRI Mathura Road, Delhi - IMD",20-11-2023 12:00:00,28.5512005,77.2735737,,,,,,,,
Delhi,Delhi,"DTU, Delhi - CPCB",20-11-2023 12:00:00,28.7500499,77.1112615,,,,,,,,
Delhi,Delhi,"Dr. Karni Singh Shooting Range, Delhi - DPCC",20-11-2023 12:00:00,28.498571,77.264840,,,,,,,,
Delhi,Delhi,"Dwarka-Sector 8, Delhi - DPCC ",20-11-2023 12:00:00,28.5710274,77.0719006,,,,,,,,
Delhi,Delhi,"IGI Airport (T3), Delhi - IMD",20-11-2023 12:00:00,28.5627763,77.1180053,,,,,,,,
Delhi,Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB",20-11-2023 12:00:00,28.6811736,77.3025234,,,,,,,,
Delhi,Delhi,"ITO, Delhi - CPCB",20-11-2023 12:00:00,28.628624,77.241060,,,,,,,,
Delhi,Delhi,"Jahangirpuri, Delhi - DPCC",20-11-2023 12:00:00,28.732820,77.170633,,,,,,,,
Delhi,Delhi,"Jawaharlal Nehru Stadium, Delhi - DPCC",20-11-2023 12:00:00,28.580280,77.233829,,,,,,,,
Delhi,Delhi,"Lodhi Road, Delhi - IMD",20-11-2023 12:00:00,28.5918245,77.2273074,,,,,,,,
Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC",20-11-2023 12:00:00,28.611281,77.237738,,,,,,,,
Delhi,Delhi,"Mandir Marg, Delhi - DPCC",20-11-2023 12:00:00,28.636429,77.201067,,,,,,,,
Delhi,Delhi,"Mundka, Delhi - DPCC",20-11-2023 12:00:00,28.684678,77.076574,,,,,,,,
Delhi,Delhi,"NSIT Dwarka, Delhi - CPCB",20-11-2023 12:00:00,28.60909,77.0325413,,,,,,,,
Delhi,Delhi,"Najafgarh, Delhi - DPCC",20-11-2023 12:00:00,28.570173,76.933762,,,,,,,,
Delhi,Delhi,"Narela, Delhi - DPCC",20-11-2023 12:00:00,28.822836,77.101981,,,,,,,,
Delhi,Delhi,"Nehru Nagar, Delhi - DPCC",20-11-2023 12:00:00,28.567890,77.250515,,,,,,,,
Delhi,Delhi,"New Moti Bagh, Delhi - MHUA",20-11-2023 12:00:00,28.57834,77.18400,,,,,,,,
Delhi,Delhi,"North Campus, DU, Delhi - IMD",20-11-2023 12:00:00,28.6573814,77.1585447,,,,,,,,
Delhi,Delhi,"Okhla Phase-2, Delhi - DPCC",20-11-2023 12:00:00,28.530785,77.271255,,,,,,,,
Delhi,Delhi,"Patparganj, Delhi - DPCC",20-11-2023 12:00:00,28.623763,77.287209,,,,,,,,
Delhi,Delhi,"Punjabi Bagh, Delhi - DPCC",20-11-2023 12:00:00,28.674045,77.131023,,,,,,,,
Delhi,Delhi,"Pusa, Delhi - DPCC",20-11-2023 12:00:00,28.639652,77.146275,,,,,,,,
Delhi,Delhi,"Pusa, Delhi - IMD",20-11-2023 12:00:00,28.636110,77.173332,,,,,,,,
Delhi,Delhi,"R K Puram, Delhi - DPCC",20-11-2023 12:00:00,28.563262,77.186937,,,,,,,,
Delhi,Delhi,"Rohini, Delhi - DPCC",20-11-2023 12:00:00,28.732528,77.119920,,,,,,,,
Delhi,Delhi,"Shadipur, Delhi - CPCB",20-11-2023 12:00:00,28.6514781,77.1473105,,,,,,,,
Delhi,Delhi,"Sirifort, Delhi - CPCB",20-11-2023 12:00:00,28.5504249,77.2159377,,,,,,,,
Delhi,Delhi,"Sonia Vihar, Delhi - DPCC",20-11-2023 12:00:00,28.710508,77.249485,,,,,,,,
Delhi,Delhi,"Sri Aurobindo Marg, Delhi - DPCC",20-11-2023 12:00:00,28.531346,77.190156,,,,,,,,
Delhi,Delhi,"Vivek Vihar, Delhi - DPCC",20-11-2023 12:00:00,28.672342,77.315260,,,,,,,,
Delhi,Delhi,"Wazirpur, Delhi - DPCC",20-11-2023 12:00:00,28.699793,77.165453,,,,,,,,
Gujarat,Ahmedabad,"Chandkheda, Ahmedabad - IITM",20-11-2023 12:00:00,23.107969,72.574648,,,,,,,,
Gujarat,Ahmedabad,"Gyaspur, Ahmedabad - IITM",20-11-2023 12:00:00,22.977134,72.553024,,,,,,,,
Gujarat,Ahmedabad,"Maninagar, Ahmedabad - GPCB",20-11-2023 12:00:00,23.002657,72.591912,,,,,,,,
Gujarat,Ahmedabad,"Raikhad, Ahmedabad - IITM",20-11-2023 12:00:00,23.020509,72.579261,,,,,,,,
Gujarat,Ahmedabad,"Rakhial, Ahmedabad - IITM",20-11-2023 12:00:00,23.016834,72.625775,,,,,,,,
Gujarat,Ahmedabad,"SAC ISRO Bopal, Ahmedabad - IITM",20-11-2023 12:00:00,23.041137,72.456691,,,,,,,,
Gujarat,Ahmedabad,"SAC ISRO Satellite, Ahmedabad - IITM",20-11-2023 12:00:00,23.023389,72.515201,,,,,,,,
Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM",20-11-2023 12:00:00,23.076793,72.627874,,,,,,,,
Gujarat,Ahmedabad,"Sardar Vallabhbhai Patel Stadium, Ahmedabad - IITM",20-11-2023 12:00:00,23.043070,72.562968,,,,,,,,
Gujarat,Ankleshwar,"GIDC, Ankleshwar - GPCB",20-11-2023 12:00:00,21.613267,73.010555,,,,,,,,
Gujarat,Gandhinagar,"GIFT City, Gandhinagar - IITM",20-11-2023 12:00:00,23.163798,72.677768,,,,,,,,
Gujarat,Gandhinagar,"IIPHG Lekawada, Gandhinagar - IITM",20-11-2023 12:00:00,23.243639,72.68994,,,,,,,,
Gujarat,Gandhinagar,"Sector-10, Gandhinagar - GPCB",20-11-2023 12:00:00,23.221714,72.654328,,,,,,,,
Gujarat,Nandesari,"GIDC, Nandesari - Nandesari Ind. Association",20-11-2023 12:00:00,22.410802,73.097923,,,,,,,,
Gujarat,Surat,"Science Center, Surat - SMC",20-11-2023 12:00:00,21.170046,72.795405,,,,,,,,
Gujarat,Vapi,"Phase-1 GIDC, Vapi - GPCB",20-11-2023 12:00:00,20.362421,72.918013,,,,,,,,
Gujarat,Vatva,"Phase-4 GIDC, Vatva - GPCB",20-11-2023 12:00:00,22.969611,72.643500,,,,,,,,
Haryana,Ambala,"Patti Mehar, Ambala - HSPCB",20-11-2023 12:00:00,30.379589,76.778328,,,,,,,,
Haryana,Bahadurgarh,"Arya Nagar, Bahadurgarh - HSPCB",20-11-2023 12:00:00,28.6701,76.9254,,,,,,,,
Haryana,Ballabgarh,"Nathu Colony, Ballabgarh - HSPCB",20-11-2023 12:00:00,28.3419248,77.319699,,,,,,,,
Haryana,Bhiwani,"H.B. Colony, Bhiwani - HSPCB",20-11-2023 12:00:00,28.806223,76.141105,,,,,,,,
Haryana,Charkhi Dadri,"Mini Secretariat, Charkhi Dadri - HSPCB",20-11-2023 12:00:00,28.593883,76.270653,,,,,,,,
Haryana,Dharuhera,"Municipal Corporation Office, Dharuhera -  HSPCB",20-11-2023 12:00:00,28.206800,76.799700,,,,,,,,
Haryana,Faridabad,"New Industrial Town, Faridabad - HSPCB",20-11-2023 12:00:00,28.39072,77.30059,,,,,,,,
Haryana,Faridabad,"Sector 11, Faridabad - HSPCB",20-11-2023 12:00:00,28.376058,77.315741,,,,,,,,
Haryana,Faridabad,"Sector 30, Faridabad - HSPCB",20-11-2023 12:00:00,28.4417,77.3217,,,,,,,,
Haryana,Faridabad,"Sector- 16A, Faridabad - HSPCB",20-11-2023 12:00:00,28.4088421,77.3099081,,,,,,,,
Haryana,Fatehabad,"Huda Sector, Fatehabad - HSPCB",20-11-2023 12:00:00,29.503664,75.467934,,,,,,,,
Haryana,Gurugram,"NISE Gwal Pahari, Gurugram - IMD",20-11-2023 12:00:00,28.422681,77.148944,,,,,,,,
Haryana,Gurugram,"Sector-51, Gurugram - HSPCB",20-11-2023 12:00:00,28.4227,77.0667,,,,,,,,
Haryana,Gurugram,"Teri Gram, Gurugram - HSPCB",20-11-2023 12:00:00,28.4275,77.1465,,,,,,,,
Haryana,Gurugram,"Vikas Sadan, Gurugram - HSPCB",20-11-2023 12:00:00,28.4501238,77.0263051,,,,,,,,
Haryana,Hisar,"Urban Estate-II, Hisar - HSPCB",20-11-2023 12:00:00,29.140560,75.744941,,,,,,,,
Haryana,Jind,"Police Lines, Jind - HSPCB",20-11-2023 12:00:00,29.307814,76.337619,,,,,,,,
Haryana,Kaithal,"Rishi Nagar, Kaithal - HSPCB",20-11-2023 12:00:00,29.8006,76.4155,,,,,,,,
Haryana,Karnal,"Sector-12, Karnal - HSPCB",20-11-2023 12:00:00,29.695300,77.002700,,,,,,,,
Haryana,Kurukshetra,"Sector-7, Kurukshetra - HSPCB",20-11-2023 12:00:00,29.966942,76.875879,,,,,,,,
Haryana,Mandikhera,"General Hospital, Mandikhera - HSPCB",20-11-2023 12:00:00,27.9002,76.9938,,,,,,,,
Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB",20-11-2023 12:00:00,28.360699,76.936090,,,,,,,,
Haryana,Narnaul,"Shastri Nagar, Narnaul - HSPCB",20-11-2023 12:00:00,28.060249,76.113115,,,,,,,,
Haryana,Palwal,"Shyam Nagar, Palwal - HSPCB",20-11-2023 12:00:00,28.1485564,77.3320667,,,,,,,,
Haryana,Panchkula,"Sector-6, Panchkula - HSPCB ",20-11-2023 12:00:00,30.7057778,76.8531805555555,,,,,,,,
Haryana,Panipat,"Sector-18, Panipat - HSPCB",20-11-2023 12:00:00,29.497973,76.993331,,,,,,,,
Haryana,Rohtak,"MD University, Rohtak - HSPCB",20-11-2023 12:00:00,28.52123,76.37138,,,,,,,,
Haryana,Sirsa,"F-Block, Sirsa - HSPCB",20-11-2023 12:00:00,29.536400,75.015800,,,,,,,,
Haryana,Sonipat,"Murthal, Sonipat - HSPCB",20-11-2023 12:00:00,29.027200,77.062100,,,,,,,,
Haryana,Yamuna Nagar,"Gobind Pura, Yamuna Nagar - HSPCB",20-11-2023 12:00:00,30.1480566,77.2893471,,,,,,,,
Himachal Pradesh,Baddi,"HIMUDA Complex Phase-1, Baddi - HPPCB",20-11-2023 12:00:00,30.943887,76.801991,,,,,,,,
Jammu_&_Kashmir,Srinagar,"Rajbagh, Srinagar - JKSPCB",20-11-2023 12:00:00,34.066206,74.819820,,,,,,,,
Jharkhand,Dhanbad,"Sardar Patel Nagar, Dhanbad - JSPCB",20-11-2023 12:00:00,23.80569,86.44268,,,,,,,,
Karnataka,Bagalkot,"Vidayagiri, Bagalkot - KSPCB",20-11-2023 12:00:00,16.172806,75.659694,,,,,,,,
Karnataka,Belgaum,"Ramteerth Nagar, Belgaum - KSPCB",20-11-2023 12:00:00,15.888653,74.541751,,,,,,,,
Karnataka,Bengaluru,"BTM Layout, Bengaluru - CPCB",20-11-2023 12:00:00,12.9135218,77.5950804,,,,,,,,
Karnataka,Bengaluru,"Bapuji Nagar, Bengaluru - KSPCB",20-11-2023 12:00:00,12.951913,77.539784,,,,,,,,
Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB",20-11-2023 12:00:00,12.9756843,77.5660749,,,,,,,,
Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB",20-11-2023 12:00:00,13.029152,77.585901,,,,,,,,
Karnataka,Bengaluru,"Hombegowda Nagar, Bengaluru - KSPCB",20-11-2023 12:00:00,12.938539,77.590100,,,,,,,,
Karnataka,Bengaluru,"Jayanagar 5th Block, Bengaluru - KSPCB",20-11-2023 12:00:00,12.920984,77.584908,,,,,,,,
Karnataka,Bengaluru,"Jigani, Bengaluru - KSPCB",20-11-2023 12:00:00,12.7816279,77.6299145,,,,,,,,
Karnataka,Bengaluru,"Kasturi Nagar, Bengaluru - KSPCB",20-11-2023 12:00:00,13.003872,77.664217,,,,,,,,
Karnataka,Bengaluru,"Peenya, Bengaluru - CPCB",20-11-2023 12:00:00,13.0270199,77.494094,,,,,,,,
Karnataka,Bengaluru,"RVCE-Mailasandra, Bengaluru - KSPCB",20-11-2023 12:00:00,12.921418,77.502466,,,,,,,,
Karnataka,Bengaluru,"Sanegurava Halli, Bengaluru - KSPCB",20-11-2023 12:00:00,12.990328,77.5431385,,,,,,,,
Karnataka,Bengaluru,"Shivapura_Peenya, Bengaluru - KSPCB",20-11-2023 12:00:00,13.0246342,77.5080115,,,,,,,,
Karnataka,Bengaluru,"Silk Board, Bengaluru - KSPCB",20-11-2023 12:00:00,12.917348,77.622813,,,,,,,,
Karnataka,Bidar,"Naubad, Bidar - KSPCB",20-11-2023 12:00:00,17.930306,77.482194,,,,,,,,
Karnataka,Chamarajanagar,"Urban, Chamarajanagar - KSPCB",20-11-2023 12:00:00,11.55358,76.55521,,,,,,,,
Karnataka,Chikkaballapur,"Chikkaballapur Rural, Chikkaballapur - KSPCB",20-11-2023 12:00:00,13.428828,77.731418,,,,,,,,
Karnataka,Chikkamagaluru,"Kalyana Nagara, Chikkamagaluru - KSPCB",20-11-2023 12:00:00,13.328028,75.797056,,,,,,,,
Karnataka,Davanagere,"Devaraj Urs Badavane, Davanagere - KSPCB",20-11-2023 12:00:00,14.475800,75.905200,,,,,,,,
Karnataka,Dharwad,"Kalabhavan, Dharwad - KSPCB",20-11-2023 12:00:00,15.459706,75.008381,,,,,,,,
Karnataka,Gadag,"Panchal Nagar, Gadag - KSPCB",20-11-2023 12:00:00,15.411456,75.638133,,,,,,,,
Karnataka,Hassan,"B.Katihalli, Hassan - KSPCB",20-11-2023 12:00:00,13.008556,76.125258,,,,,,,,
Karnataka,Haveri,"Ashwini Nagar, Haveri - KSPCB",20-11-2023 12:00:00,14.791800,75.389600,,,,,,,,
Karnataka,Hubballi,"Deshpande Nagar, Hubballi - KSPCB",20-11-2023 12:00:00,15.351773,75.140726,,,,,,,,
Karnataka,Hubballi,"Lingaraj Nagar, Hubballi - KSPCB",20-11-2023 12:00:00,15.3714823,75.1160168,,,,,,,,
Karnataka,Kalaburagi,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB",20-11-2023 12:00:00,17.321993,76.822628,,,,,,,,
Karnataka,Kalaburagi,"Mahatma Basaveswar Colony, Kalaburgi - KSPCB",20-11-2023 12:00:00,17.336318,76.847397,,,,,,,,
Karnataka,Kolar,"Tamaka Ind. Area, Kolar - KSPCB",20-11-2023 12:00:00,13.1276288,78.1570122,,,,,,,,
Karnataka,Koppal,"Diwator Nagar, Koppal - KSPCB",20-11-2023 12:00:00,15.347630,76.181767,,,,,,,,
Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB",20-11-2023 12:00:00,12.415911,75.735050,,,,,,,,
Karnataka,Mangalore,"Kadri, Mangalore - KSPCB",20-11-2023 12:00:00,12.889250,74.853000,,,,,,,,
Karnataka,Mysuru,"Hebbal 1st Stage, Mysuru - KSPCB",20-11-2023 12:00:00,12.21041,76.37376,,,,,,,,
Karnataka,Raichur,"Haji Colony, Raichur - KSPCB",20-11-2023 12:00:00,16.208139,77.348417,,,,,,,,
Karnataka,Ramanagara,"Vijay Nagar, Ramanagara - KSPCB",20-11-2023 12:00:00,12.733409,77.298051,,,,,,,,
Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB",20-11-2023 12:00:00,13.940000,75.555917,,,,,,,,
Karnataka,Tumakuru,"Thimmalapura, Tumakuru - KSPCB",20-11-2023 12:00:00,13.377516,77.099072,,,,,,,,
Karnataka,Udupi,"Brahmagiri, Udupi - KSPCB",20-11-2023 12:00:00,13.34194444,74.74694444,,,,,,,,
Karnataka,Vijayapura,"Ibrahimpur, Vijayapura - KSPCB",20-11-2023 12:00:00,16.802639,75.722694,,,,,,,,
Karnataka,Yadgir,"Collector Office, Yadgir - KSPCB",20-11-2023 12:00:00,16.7602,77.1428,,,,,,,,
Kerala,Eloor,"Udyogamandal, Eloor - Kerala PCB",20-11-2023 12:00:00,10.073232,76.302765,,,,,,,,
Kerala,Kannur,"Thavakkara, Kannur - Kerala PCB",20-11-2023 12:00:00,11.875000,75.373200,,,,,,,,
Kerala,Kochi,"Vyttila, Kochi - Kerala PCB",20-11-2023 12:00:00,9.969447,76.321186,,,,,,,,
Kerala,Kollam,"Polayathode, Kollam - Kerala PCB",20-11-2023 12:00:00,8.8787,76.6073,,,,,,,,
Kerala,Thiruvananthapuram,"Plammoodu, Thiruvananthapuram - Kerala PCB",20-11-2023 12:00:00,8.5149093,76.9435879,,,,,,,,
Kerala,Thrissur,"Corporation Ground, Thrissur - Kerala PCB",20-11-2023 12:00:00,10.532400,76.215900,,,,,,,,
Madhya Pradesh,Bhopal,"Idgah Hills, Bhopal - MPPCB",20-11-2023 12:00:00,23.264759,77.381568,,,,,,,,
Madhya Pradesh,Bhopal,"Paryavaran Parisar, Bhopal - MPPCB",20-11-2023 12:00:00,23.210494,77.425409,,,,,,,,
Madhya Pradesh,Bhopal,"T T Nagar, Bhopal - MPPCB",20-11-2023 12:00:00,23.233584,77.400574,,,,,,,,
Madhya Pradesh,Damoh,"Shrivastav Colony, Damoh - MPPCB",20-11-2023 12:00:00,23.81748678,79.446246,,,,,,,,
Madhya Pradesh,Dewas,"Bhopal Chauraha, Dewas - MPPCB",20-11-2023 12:00:00,22.9682591,76.064118,,,,,,,,
Madhya Pradesh,Gwalior,"City Center, Gwalior - MPPCB",20-11-2023 12:00:00,26.203442,78.193251,,,,,,,,
Madhya Pradesh,Gwalior,"Deen Dayal Nagar, Gwalior - MPPCB",20-11-2023 12:00:00,26.259242,78.216432,,,,,,,,
Madhya Pradesh,Gwalior,"Maharaj Bada, Gwalior - MPPCB",20-11-2023 12:00:00,26.200388,78.147714,,,,,,,,
Madhya Pradesh,Gwalior,"Phool Bagh, Gwalior - Mondelez Ind. Food",20-11-2023 12:00:00,26.210536,78.171,,,,,,,,
Madhya Pradesh,Indore,"Chhoti Gwaltoli, Indore - MPPCB",20-11-2023 12:00:00,22.4310,75.5213,,,,,,,,
Madhya Pradesh,Jabalpur,"Gupteshwar, Jabalpur - JMC",20-11-2023 12:00:00,23.142888,79.916147,,,,,,,,
Madhya Pradesh,Jabalpur,"Marhatal, Jabalpur - MPPCB",20-11-2023 12:00:00,23.168606,79.932247,,,,,,,,
